doc_name,entity_text,pages
Ley  De Justicia Administrativa De La Cdmx 3.1.Pdf,Secretaría de Administración y Finanzas,44
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Secretaría de Administración y Finanzas,"3, 4, 7, 13"
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Secretaría de Gobierno,4
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Secretaría de Desarrollo Urbano y Vivienda,4
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Secretaría del Medio Ambiente,4
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,4
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Contraloría General de la Ciudad de México,12
Ley  Org Del Inst De Planeacion Democratica  Y Prospectiva De La Cdmx 3.2.Pdf,Jefatura de Gobierno de la Ciudad de México,14
Ley Acceso Gratuito Internet Cdmx 1.Pdf,Agencia Digital de Innovación Pública,2
Ley Acceso Gratuito Internet Cdmx 1.Pdf,Secretaría de Seguridad Ciudadana,5
Ley Acceso Gratuito Internet Cdmx 1.Pdf,Jefatura de Gobierno de la Ciudad de México,6
Ley Ambiental De La Cdmx.Pdf,Agencia Digital de Innovación Pública,8
Ley Ambiental De La Cdmx.Pdf,Secretaría del Medio Ambiente,"9, 51"
Ley Ambiental De La Cdmx.Pdf,Jefatura de Gobierno de la Ciudad de México,"9, 10, 54, 112"
Ley Ambiental De La Cdmx.Pdf,Secretaría de Seguridad Ciudadana,"13, 76, 78, 79, 95"
Ley Ambiental De La Cdmx.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"22, 55"
Ley Ambiental De La Cdmx.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",45
Ley Ambiental De La Cdmx.Pdf,Consejería Jurídica y de Servicios Legales,55
Ley Ambiental De La Cdmx.Pdf,Secretaría de Administración y Finanzas,71
Ley Ambiental De La Cdmx.Pdf,Secretaría de Movilidad,76
Ley Ambiental De La Cdmx.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,"77, 84"
Ley Atn Y Apo A Vict Dein Secuestro 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,2
Ley Atn Y Apo A Vict Dein Secuestro 2.1.Pdf,Secretaría de Educación de la Ciudad de México,7
Ley Aust Transp En Remun Prest Y Ejerc De Rec De La Ciudad De Mexico 5.5.Pdf,Jefatura de Gobierno de la Ciudad de México,"4, 5, 42, 45, 65, 69, 74, 75"
Ley Aust Transp En Remun Prest Y Ejerc De Rec De La Ciudad De Mexico 5.5.Pdf,Contraloría General de la Ciudad de México,7
Ley Aust Transp En Remun Prest Y Ejerc De Rec De La Ciudad De Mexico 5.5.Pdf,Secretaría de Administración y Finanzas,"7, 75"
Ley Aust Transp En Remun Prest Y Ejerc De Rec De La Ciudad De Mexico 5.5.Pdf,Secretaría de las Mujeres,12
Ley Banco Adn Para Uso Forense De La Ciudad De Mexico 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,"3, 11"
Ley Banco Adn Para Uso Forense De La Ciudad De Mexico 2.1.Pdf,Secretaría de Seguridad Ciudadana,"3, 8"
Ley Banco Adn Para Uso Forense De La Ciudad De Mexico 2.1.Pdf,Secretaría de Gobierno,"3, 8"
Ley Banco Adn Para Uso Forense De La Ciudad De Mexico 2.1.Pdf,Agencia Digital de Innovación Pública,3
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Comisión de Búsqueda de Personas de la Ciudad de México,"2, 3"
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Fiscalía General de Justicia de la Ciudad de México,"3, 7, 20, 21, 37"
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de Seguridad Ciudadana,"4, 7, 9, 11, 34, 36"
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de Gobierno,"7, 10, 18, 34, 35, 37"
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de las Mujeres,7
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,7
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de Salud de la Ciudad de México,7
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Consejería Jurídica y de Servicios Legales,7
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Agencia Digital de Innovación Pública,"7, 9"
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Secretaría de Administración y Finanzas,37
Ley Busqueda De Personas De La Cdmx 2.4.Pdf,Jefatura de Gobierno de la Ciudad de México,"38, 39, 40"
Ley Constitucional De Derechos Humanos Y Sus Garantias De La Ciudad De Mexico 2.1.Pdf,Secretaría de Gobierno,36
Ley Dela Defensoria Publica Del Df 5.1.Pdf,Consejería Jurídica y de Servicios Legales,1
Ley Del Derecho Al Bienestar .Pdf,Jefatura de Gobierno de la Ciudad de México,"4, 27"
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Bienestar e Igualdad Social,"5, 16, 18, 26"
Ley Del Derecho Al Bienestar .Pdf,Agencia Digital de Innovación Pública,"14, 25"
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Administración y Finanzas,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Desarrollo Urbano y Vivienda,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Desarrollo Económico,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Obras y Servicios,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de las Mujeres,"16, 24"
Ley Del Derecho Al Bienestar .Pdf,Secretaría del Medio Ambiente,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Movilidad,16
Ley Del Derecho Al Bienestar .Pdf,Secretaría de Seguridad Ciudadana,16
Ley Del Heroico Cuerpo De Bomberos Del Df 2.3.Pdf,Secretaría de Protección Civil,"1, 10, 16, 26"
Ley Del Heroico Cuerpo De Bomberos Del Df 2.3.Pdf,Secretaría del Medio Ambiente,3
Ley Del Heroico Cuerpo De Bomberos Del Df 2.3.Pdf,Secretaría de Desarrollo Económico,26
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Agencia Digital de Innovación Pública,1
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Desarrollo Económico,"2, 6"
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Gobierno,6
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Contraloría General de la Ciudad de México,"6, 7, 11"
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Consejería Jurídica y de Servicios Legales,6
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Desarrollo Urbano y Vivienda,6
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Obras y Servicios,6
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Administración y Finanzas,6
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,7
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría de Turismo,7
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Secretaría del Medio Ambiente,7
Ley Del Instit De  Verificacion Admitva De La Ciudad De Mexico 4.Pdf,Jefatura de Gobierno de la Ciudad de México,"8, 15, 16"
Ley Del Insti De Estudios Cientificos Para La Prev Del Delito En La Cdmx 2.1.Pdf,Secretaría de Gobierno,4
Ley Del Insti De Estudios Cientificos Para La Prev Del Delito En La Cdmx 2.1.Pdf,Secretaría de Seguridad Ciudadana,4
Ley Del Insti De Estudios Cientificos Para La Prev Del Delito En La Cdmx 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,"4, 16"
Ley Del Insti De Estudios Cientificos Para La Prev Del Delito En La Cdmx 2.1.Pdf,Contraloría General de la Ciudad de México,"4, 11"
Ley Del Inst Para La Seg De Las Construcciones Del Df 3.1.Pdf,Secretaría de Obras y Servicios,1
Ley Del Inst Para La Seg De Las Construcciones Del Df 3.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,5
Ley Del Inst Para La Seg De Las Construcciones Del Df 3.1.Pdf,Secretaría de Protección Civil,5
Ley Del Inst Para La Seg De Las Construcciones Del Df 3.1.Pdf,Sistema para el Desarrollo Integral de la Familia del Distrito Federal,13
Ley Del Notariado Para La Ciudad De Mexico 1.2.Pdf,Consejería Jurídica y de Servicios Legales,"2, 61, 71, 75, 82"
Ley Del Notariado Para La Ciudad De Mexico 1.2.Pdf,Agencia Digital de Innovación Pública,85
Ley Del Notariado Para La Ciudad De Mexico 1.2.Pdf,Jefatura de Gobierno de la Ciudad de México,85
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"3, 6"
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Secretaría de Gobierno,"3, 6"
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Secretaría de Obras y Servicios,"3, 7"
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Secretaría de Desarrollo Económico,7
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Secretaría del Medio Ambiente,7
Ley Del Regimen Patrimonial Y Del Servicio Publico 8.Pdf,Consejería Jurídica y de Servicios Legales,15
Ley Del Servicio Publico De Carrera De La Adm Pub De La Cdmx 2.3.Pdf,Secretaría de Seguridad Ciudadana,2
Ley Del Servicio Publico De Carrera De La Adm Pub De La Cdmx 2.3.Pdf,Contraloría General de la Ciudad de México,4
Ley Del Servicio Publico De Carrera De La Adm Pub De La Cdmx 2.3.Pdf,Secretaría de Administración y Finanzas,"5, 8, 10"
Ley Del Servicio Publico De Carrera De La Adm Pub De La Cdmx 2.3.Pdf,Jefatura de Gobierno de la Ciudad de México,21
Ley Del Sistema Anticorrupcion De La Ciudad De Mexico 4.1.Pdf,Contraloría General de la Ciudad de México,"7, 20, 21, 22"
Ley Del Sistema Anticorrupcion De La Ciudad De Mexico 4.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"15, 17, 27"
Ley Del Sistema Anticorrupcion De La Ciudad De Mexico 4.1.Pdf,Secretaría de Administración y Finanzas,27
Ley Del Sistema De Alerta Social De La Cdmx 2.5.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 7"
Ley Del Sistema De Alerta Social De La Cdmx 2.5.Pdf,Secretaría de Salud de la Ciudad de México,2
Ley Del Sistema De Planeacion Del Desarrollo De La Cdmx 2.6.Pdf,Secretaría de Desarrollo Urbano y Vivienda,8
Ley Del Sistema De Planeacion Del Desarrollo De La Cdmx 2.6.Pdf,Secretaría de Administración y Finanzas,"28, 29, 33"
Ley Del Sistema De Planeacion Del Desarrollo De La Cdmx 2.6.Pdf,Jefatura de Gobierno de la Ciudad de México,"34, 35"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Fiscalía General de Justicia de la Ciudad de México,"2, 54, 62, 64"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Agencia Digital de Innovación Pública,2
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Secretaría de Seguridad Ciudadana,"3, 62, 63, 66, 67, 68, 72"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Secretaría de Gobierno,"7, 12, 17, 23, 67"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Consejería Jurídica y de Servicios Legales,"9, 17"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Jefatura de Gobierno de la Ciudad de México,"19, 63, 66, 69, 70, 71, 72, 73, 74"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Policía Auxiliar,"25, 50"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Policía Bancaria e Industrial,"25, 50"
Ley Del Sistema De Seguridad Ciudadana De La Cdmx 10.Pdf,Secretaría de Administración y Finanzas,"62, 63, 68"
Ley Del Sistema Integral De Derechos Humanos Cdmx 1.1.Pdf,Secretaría de Gobierno,"11, 22"
Ley Del Sistema Integral De Derechos Humanos Cdmx 1.1.Pdf,Secretaría de Administración y Finanzas,22
Ley Del Sistema Integral De Derechos Humanos Cdmx 1.1.Pdf,Instancia Ejecutora del Sistema Integral de Derechos Humanos de la Ciudad de México,22
Ley Del Sistema Integral De Derechos Humanos Cdmx 1.1.Pdf,Jefatura de Gobierno de la Ciudad de México,23
Ley Del Sistema Publico De Radiodifusion De La Ciudad De Mexico 2.2.Pdf,Secretaría de Cultura,"2, 6"
Ley Del Sistema Publico De Radiodifusion De La Ciudad De Mexico 2.2.Pdf,Secretaría de Administración y Finanzas,"2, 9"
Ley Del Sistema Publico De Radiodifusion De La Ciudad De Mexico 2.2.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","2, 6"
Ley Del Sistema Publico De Radiodifusion De La Ciudad De Mexico 2.2.Pdf,Contraloría General de la Ciudad de México,16
Ley Del Sistema Publico De Radiodifusion De La Ciudad De Mexico 2.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"18, 19"
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Agencia Digital de Innovación Pública,2
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Consejería Jurídica y de Servicios Legales,"2, 21, 24"
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Sistema de Aguas de la Ciudad de México,13
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Secretaría de Gobierno,21
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Secretaría de Administración y Finanzas,"21, 24"
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"24, 37"
Ley Del Territorio De La Ciudad De Mexico 1.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"37, 38"
Ley Derechos De Pueblos Y Barrios Originarios Y Comunidades Indigenas Residentes En La Cdmx 2.4.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 3, 29, 30"
Ley Derechos De Pueblos Y Barrios Originarios Y Comunidades Indigenas Residentes En La Cdmx 2.4.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,"4, 27"
Ley Derechos De Pueblos Y Barrios Originarios Y Comunidades Indigenas Residentes En La Cdmx 2.4.Pdf,Secretaría de Desarrollo Urbano y Vivienda,6
Ley Derechos De Pueblos Y Barrios Originarios Y Comunidades Indigenas Residentes En La Cdmx 2.4.Pdf,Agencia Digital de Innovación Pública,"8, 28"
Ley Derechos De Pueblos Y Barrios Originarios Y Comunidades Indigenas Residentes En La Cdmx 2.4.Pdf,Secretaría de Gobierno,16
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Fiscalía General de Justicia de la Ciudad de México,3
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Secretaría de Turismo,41
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Secretaría de Gobierno,59
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Consejería Jurídica y de Servicios Legales,60
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Secretaría de Cultura,60
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Secretaría de Desarrollo Rural y Equidad para las Comunidades,60
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Sistema para el Desarrollo Integral de la Familia del Distrito Federal,71
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Secretaría de Salud de la Ciudad de México,75
Ley Derechos Ninas Ninos Adolescentes Cdmx 7.Pdf,Jefatura de Gobierno de la Ciudad de México,"76, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92"
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Agencia Digital de Innovación Pública,"4, 62"
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Secretaría del Medio Ambiente,"4, 7, 8"
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Sistema de Aguas de la Ciudad de México,"5, 7, 44, 45, 52, 54, 55, 56, 58"
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Secretaría de Desarrollo Rural y Equidad para las Comunidades,10
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,44
Ley Derecho Acc Disp Y Saneamiento Del Agua De La Ciudad De Mexico 4.1.Pdf,Jefatura de Gobierno de la Ciudad de México,62
Ley Derecho Alimentario A Madres Solas De Escasos 1.2.Pdf,Jefatura de Gobierno de la Ciudad de México,2
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Cultura,3
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"3, 5"
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Educación de la Ciudad de México,3
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Movilidad,3
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Obras y Servicios,"3, 5"
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Protección Civil,3
Ley De Accesibilidad Para La Cdmx 3.1.Pdf,Secretaría de Turismo,3
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de las Mujeres,"2, 12, 15, 21, 22, 26, 29, 30, 31, 32, 35, 53, 66"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Gobierno,"12, 15, 58, 59"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Consejería Jurídica y de Servicios Legales,"13, 29, 33, 35"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Salud de la Ciudad de México,"17, 27"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","18, 29"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Trabajo y Fomento al Empleo,"19, 28"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"19, 27, 29"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Cultura,20
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Seguridad Ciudadana,"21, 35, 39, 58, 59, 66"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Desarrollo Económico,27
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Secretaría de Administración y Finanzas,"27, 34, 59"
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Agencia Digital de Innovación Pública,45
Ley De Acceso De Las Mujeres A Una Vida Libre De Violencia De La Cdmx 12.Pdf,Jefatura de Gobierno de la Ciudad de México,"53, 54, 55, 58, 60, 61, 62, 63, 64, 65, 66, 67"
Ley De Adquisiciones Para El Distrito Federal 2.1.Pdf,Secretaría de Desarrollo Económico,"6, 7, 12, 14, 15, 16, 19, 38"
Ley De Adquisiciones Para El Distrito Federal 2.1.Pdf,Secretaría del Medio Ambiente,"6, 12"
Ley De Adquisiciones Para El Distrito Federal 2.1.Pdf,Consejería Jurídica y de Servicios Legales,12
Ley De Albergues Privados Para Personas Adultas Mayores Del Df 3.Pdf,Secretaría de Salud de la Ciudad de México,"2, 4"
Ley De Albergues Privados Para Personas Adultas Mayores Del Df 3.Pdf,Jefatura de Gobierno de la Ciudad de México,10
Ley De Alberg Pub Priv Ninas Y Ninos Df 2.3.Pdf,Secretaría de Protección Civil,"2, 3, 4, 7, 13"
Ley De Alberg Pub Priv Ninas Y Ninos Df 2.3.Pdf,Sistema para el Desarrollo Integral de la Familia del Distrito Federal,2
Ley De Alberg Pub Priv Ninas Y Ninos Df 2.3.Pdf,Jefatura de Gobierno de la Ciudad de México,16
Ley De Archivos De La Cdmx 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,5
Ley De Archivos De La Cdmx 2.1.Pdf,Consejería Jurídica y de Servicios Legales,25
Ley De Archivos De La Cdmx 2.1.Pdf,Contraloría General de la Ciudad de México,25
Ley De Archivos De La Cdmx 2.1.Pdf,Secretaría de Cultura,"25, 35"
Ley De Archivos De La Cdmx 2.1.Pdf,Secretaría de Gobierno,"35, 41"
Ley De Archivos De La Cdmx 2.1.Pdf,Secretaría de Administración y Finanzas,35
Ley De Archivos De La Cdmx 2.1.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",35
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 8"
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Secretaría de Salud de la Ciudad de México,"2, 5"
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Secretaría de Gobierno,5
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Secretaría de Administración y Finanzas,5
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,5
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Secretaría de Trabajo y Fomento al Empleo,5
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",5
Ley De Asistencia E Integra Social Del Df 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,5
Ley De Atn Int Para El Desarrollo De Ninas Yninos En Primera Infancia 1.1.Pdf,Sistema para el Desarrollo Integral de la Familia del Distrito Federal,3
Ley De Atn Int Para El Desarrollo De Ninas Yninos En Primera Infancia 1.1.Pdf,Consejería Jurídica y de Servicios Legales,3
Ley De Auditoria Y Control Interno De La Admon Publica De La Cdmx 3.1.Pdf,Contraloría General de la Ciudad de México,"3, 7"
Ley De Auditoria Y Control Interno De La Admon Publica De La Cdmx 3.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"5, 17"
Ley De Bebe Seguro De La Cdmx 6.Pdf,Secretaría de Salud de la Ciudad de México,8
Ley De Bebe Seguro De La Cdmx 6.Pdf,Jefatura de Gobierno de la Ciudad de México,"9, 10, 11"
Ley De Bibliotecas  De  La  Ciudad  De  Mexico 3.4.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",3
Ley De Bibliotecas  De  La  Ciudad  De  Mexico 3.4.Pdf,Agencia Digital de Innovación Pública,"3, 5, 6"
Ley De Bibliotecas  De  La  Ciudad  De  Mexico 3.4.Pdf,Jefatura de Gobierno de la Ciudad de México,8
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de Seguridad Ciudadana,"1, 2, 3, 4, 40, 41"
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 5, 42, 43"
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,3
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de Salud de la Ciudad de México,4
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de las Mujeres,8
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de Administración y Finanzas,"15, 41"
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,24
Ley De Centros Penitenciarios De La Cdmx 2.1.Pdf,Secretaría de Gobierno,"40, 41"
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Agencia Digital de Innovación Pública,2
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Gobierno,8
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Administración y Finanzas,8
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Cultura,8
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Desarrollo Económico,8
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Desarrollo Urbano y Vivienda,8
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría del Medio Ambiente,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Movilidad,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de las Mujeres,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Obras y Servicios,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Seguridad Ciudadana,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Trabajo y Fomento al Empleo,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Secretaría de Turismo,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Consejería Jurídica y de Servicios Legales,9
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Fiscalía General de Justicia de la Ciudad de México,12
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Contraloría General de la Ciudad de México,17
Ley De Ciudadania Digital De La Ciudad De Mexico 2.3.Pdf,Jefatura de Gobierno de la Ciudad de México,"19, 20"
Ley De Comedores Sociales De La Cdmx 4.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 6, 13, 14, 15"
Ley De Comedores Sociales De La Cdmx 4.Pdf,Secretaría de Salud de la Ciudad de México,4
Ley De Comedores Sociales De La Cdmx 4.Pdf,Secretaría del Medio Ambiente,8
Ley De Coordinacion Metropolitana De La Ciudad De Mexico 3.1.Pdf,Secretaría de Gobierno,"2, 3, 4"
Ley De Cuid Alt Ninas Ninos Y Adol En El Df 3.Pdf,Junta de Asistencia Privada del Distrito Federal,2
Ley De Cuid Alt Ninas Ninos Y Adol En El Df 3.Pdf,Secretaría de Protección Civil,"3, 5, 8"
Ley De Cuid Alt Ninas Ninos Y Adol En El Df 3.Pdf,Secretaría de Gobierno,12
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Consejería Jurídica y de Servicios Legales,3
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Secretaría de Seguridad Ciudadana,4
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Secretaría de Salud de la Ciudad de México,4
